symbol,series,last_corp_announcement_date,last_corp_announcement,open_price,high_price,low_price,last_traded_price,prev_close_price,percent_change,traded_quantity,turnover_in_lakhs,timestamp
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.1,662.4,0.71,2308814,15366.31,11-11-2021 13:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1307.6,1298.55,0.7,8804757,115327.35,11-11-2021 13:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,452.7,449.75,0.66,5170836,23360.8,11-11-2021 13:20
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2567.25,2535.55,2564.1,2549.9,0.56,3390783,86440.89,11-11-2021 13:20
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522.5,2484.6,1.53,1283603,32381.32,11-11-2021 13:30
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454,449.75,0.94,5281540,23862.53,11-11-2021 13:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1309,1298.55,0.8,8914206,116760.05,11-11-2021 13:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667,662.4,0.69,2377110,15821.81,11-11-2021 13:30
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,923.7,919.65,0.44,3464927,31879.06,11-11-2021 13:30
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2567.25,2535.55,2560.5,2549.9,0.42,3519770,89745.34,11-11-2021 13:30
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522,2484.6,1.51,1289673,32534.45,11-11-2021 13:35
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454,449.75,0.94,5322546,24048.86,11-11-2021 13:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.7,662.4,0.8,2393202,15929.39,11-11-2021 13:35
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570,2535.55,2569.9,2549.9,0.78,3609451,92048.58,11-11-2021 13:35
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1308.15,1298.55,0.74,8949499,117221.43,11-11-2021 13:35
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.6,919.65,0.32,3503999,32239.59,11-11-2021 13:35
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2524,2484.6,1.59,1294533,32657.05,11-11-2021 13:40
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.4,449.75,0.81,5396130,24382.95,11-11-2021 13:40
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.4,662.4,0.75,2403582,15998.48,11-11-2021 13:40
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1307.85,1298.55,0.72,9025419,118214.94,11-11-2021 13:40
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2565.8,2549.9,0.62,3693335,94201.83,11-11-2021 13:40
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,921.75,919.65,0.23,3593288,33062.2,11-11-2021 13:40
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2524.2,2484.6,1.59,1306639,32962.71,11-11-2021 13:45
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.9,449.75,0.92,5453425,24642.94,11-11-2021 13:45
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.35,662.4,0.75,2421411,16117.64,11-11-2021 13:45
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1306.7,1298.55,0.63,9154962,119907.11,11-11-2021 13:45
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2563.95,2549.9,0.55,3748246,95610.26,11-11-2021 13:45
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,919.95,919.65,0.03,3660289,33679.05,11-11-2021 13:45
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2523.75,2484.6,1.58,1312231,33103.78,11-11-2021 13:50
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.1,449.75,1.19,5566648,25157.35,11-11-2021 13:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,668.35,662.4,0.9,2450360,16310.82,11-11-2021 13:50
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1309.7,1298.55,0.86,9232279,120918.85,11-11-2021 13:50
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2561.75,2549.9,0.46,3786543,96592.06,11-11-2021 13:50
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2519,2484.6,1.38,1325547,33439.57,11-11-2021 13:55
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.05,449.75,1.18,5665817,25608.93,11-11-2021 13:55
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.75,662.4,0.81,2522403,16792.9,11-11-2021 13:55
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1307.2,1298.55,0.67,9375415,122792.62,11-11-2021 13:55
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2559.85,2549.9,0.39,3838811,97930.76,11-11-2021 13:55
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2521.4,2484.6,1.48,1336009,33702.96,11-11-2021 14:00
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455,449.75,1.17,5745003,25969.14,11-11-2021 14:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.05,662.4,0.7,2545589,16947.51,11-11-2021 14:00
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1304.05,1298.55,0.42,9538452,124920.34,11-11-2021 14:00
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2559.15,2549.9,0.36,3870802,98749.19,11-11-2021 14:00
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2515.8,2484.6,1.26,1345962,33953.64,11-11-2021 14:05
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455,449.75,1.17,5818317,26302.87,11-11-2021 14:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.5,662.4,0.77,2565120,17077.8,11-11-2021 14:05
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1304,1298.55,0.42,9669437,126629.01,11-11-2021 14:05
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2560.1,2549.9,0.4,3925857,100158.43,11-11-2021 14:05
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2515.4,2484.6,1.24,1356326,34214.41,11-11-2021 14:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.25,449.75,1.22,5917126,26752.51,11-11-2021 14:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.35,662.4,0.75,2576546,17154.13,11-11-2021 14:10
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1303.8,1298.55,0.4,9763058,127850.17,11-11-2021 14:10
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2557.45,2549.9,0.3,3950688,100793.9,11-11-2021 14:10
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2517.7,2484.6,1.33,1376061,34710.59,11-11-2021 14:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.35,449.75,0.8,6046707,27341.4,11-11-2021 14:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.15,662.4,0.72,2613455,17400.38,11-11-2021 14:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1301.65,1298.55,0.24,9947797,130255.46,11-11-2021 14:15
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2555.2,2549.9,0.21,4047906,103278.68,11-11-2021 14:15
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2515,2484.6,1.22,1385771,34955.1,11-11-2021 14:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454.25,449.75,1,6139598,27763.88,11-11-2021 14:20
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.25,662.4,0.73,2630355,17513.17,11-11-2021 14:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1302.7,1298.55,0.32,10025110,131262.78,11-11-2021 14:20
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2552.45,2549.9,0.1,4074907,103968.4,11-11-2021 14:20
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455,449.75,1.17,6225895,28155.99,11-11-2021 14:25
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2512.65,2484.6,1.13,1397616,35252.91,11-11-2021 14:25
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,666.85,662.4,0.67,2677060,17824.67,11-11-2021 14:25
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1301.4,1298.55,0.22,10240167,134067.34,11-11-2021 14:25
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2553.2,2549.9,0.13,4146748,105800.96,11-11-2021 14:25
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.35,449.75,1.25,6349468,28718.64,11-11-2021 14:30
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2515.35,2484.6,1.24,1414091,35667.19,11-11-2021 14:30
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.7,662.4,0.8,2697759,17962.76,11-11-2021 14:30
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1302.15,1298.55,0.28,10326857,135196.11,11-11-2021 14:30
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2555.5,2549.9,0.22,4184420,106762.97,11-11-2021 14:30
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2518.8,2484.6,1.38,1422336,35874.59,11-11-2021 14:35
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.45,449.75,1.27,6398412,28941.3,11-11-2021 14:35
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.8,662.4,0.82,2722935,18130.93,11-11-2021 14:35
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1303.4,1298.55,0.37,10395883,136094.58,11-11-2021 14:35
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.2,919.65,0.28,4073631,37477,11-11-2021 14:35
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2555.45,2549.9,0.22,4201076,107188.77,11-11-2021 14:35
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2521.6,2484.6,1.49,1433075,36145.02,11-11-2021 14:40
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.35,449.75,1.25,6463938,29239.62,11-11-2021 14:40
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.55,662.4,0.78,2756239,18353.52,11-11-2021 14:40
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1304.55,1298.55,0.46,10568955,138355.02,11-11-2021 14:40
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,921.4,919.65,0.19,4131988,38015.12,11-11-2021 14:40
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2552.85,2549.9,0.12,4230449,107939.48,11-11-2021 14:40
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2522.5,2484.6,1.53,1448435,36532.28,11-11-2021 14:45
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,455.35,449.75,1.25,6561489,29684.18,11-11-2021 14:45
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.7,662.4,0.8,3053856,20338.38,11-11-2021 14:45
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.6,919.65,0.32,4164645,38316.4,11-11-2021 14:45
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1297.1,1301.7,1298.55,0.24,10733290,140494.47,11-11-2021 14:45
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2552.2,2549.9,0.09,4259536,108682.06,11-11-2021 14:45
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1032.2,1038,1020.5,1033,1032.2,0.08,3882847,39962.26,11-11-2021 14:45
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2521.4,2484.6,1.48,1455094,36700.09,11-11-2021 14:50
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,452.5,449.75,0.61,6844611,30969.13,11-11-2021 14:50
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.35,919.65,0.29,4193348,38580.9,11-11-2021 14:50
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,663.8,662.4,0.21,3180602,21182.17,11-11-2021 14:50
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2551,2549.9,0.04,4282923,109278.78,11-11-2021 14:50
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2523.4,2484.6,1.56,1510595,38101.89,11-11-2021 14:55
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,452.65,449.75,0.64,6955997,31473.8,11-11-2021 14:55
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,923.5,919.65,0.42,4292448,39496.53,11-11-2021 14:55
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,664,662.4,0.24,3334331,22203.98,11-11-2021 14:55
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2552.3,2549.9,0.09,4312306,110028.92,11-11-2021 14:55
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2528,2484.6,1.75,1524180,38445.15,11-11-2021 15:00
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,452.55,449.75,0.62,7014952,31740.55,11-11-2021 15:00
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.9,919.65,0.35,4320934,39759.51,11-11-2021 15:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,664.25,662.4,0.28,3369370,22436.63,11-11-2021 15:00
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2555.55,2549.9,0.22,4347697,110932.36,11-11-2021 15:00
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2526.1,2484.6,1.67,1550780,39117.65,11-11-2021 15:05
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.05,449.75,0.73,7163326,32411.9,11-11-2021 15:05
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,665.85,662.4,0.52,3435824,22878.81,11-11-2021 15:05
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,923.6,919.65,0.43,4372007,40231.21,11-11-2021 15:05
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1288.35,1301.25,1298.55,0.21,12064697,157750.74,11-11-2021 15:05
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2553.5,2549.9,0.14,4417054,112703.34,11-11-2021 15:05
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1032.2,1038,1020.5,1032.55,1032.2,0.03,4048246,41668.6,11-11-2021 15:05
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2528.05,2484.6,1.75,1570268,39610.17,11-11-2021 15:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,453.65,449.75,0.87,7237823,32749.7,11-11-2021 15:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.6,662.4,0.79,3478983,23166.55,11-11-2021 15:10
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,923.8,919.65,0.45,4418597,40661.7,11-11-2021 15:10
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.1,166.7,0.24,5744704,9562.06,11-11-2021 15:10
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1032.2,1038,1020.5,1034.5,1032.2,0.22,4157880,42802.46,11-11-2021 15:10
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1288.35,1301,1298.55,0.19,12270796,160427.16,11-11-2021 15:10
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2553.65,2549.9,0.15,4483630,114403.85,11-11-2021 15:10
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2528.45,2484.6,1.76,1596934,40284.1,11-11-2021 15:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454.25,449.75,1,7362604,33316.52,11-11-2021 15:15
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,667.8,662.4,0.82,3534893,23539.91,11-11-2021 15:15
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,922.9,919.65,0.35,4477212,41202.89,11-11-2021 15:15
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1288.35,1302.1,1298.55,0.27,12574750,164385.93,11-11-2021 15:15
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2553.5,2549.9,0.14,4563090,116433.17,11-11-2021 15:15
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,166.9,166.7,0.12,5884053,9794.59,11-11-2021 15:15
INDUSINDBK,EQ,17-08-2021,Dividend - Rs 5 Per Share,1032.2,1038,1020.5,1032.7,1032.2,0.05,4237305,43623.48,11-11-2021 15:15
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2526.6,2484.6,1.69,1726010,43547.75,12-11-2021 09:00
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454.65,449.75,1.09,7789754,35255.65,12-11-2021 09:00
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,666.55,662.4,0.63,3868489,25766.84,12-11-2021 09:00
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3480,3510.05,3436,3505,3484.3,0.59,1284514,44503.4,12-11-2021 09:00
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,924.75,919.65,0.55,4935551,45442.61,12-11-2021 09:00
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.3,166.7,0.36,6453205,10745.88,12-11-2021 09:00
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2556,2549.9,0.24,4948422,126278.29,12-11-2021 09:00
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1288.35,1300,1298.55,0.11,13663860,178527.9,12-11-2021 09:00
TITAN,EQ,22-07-2021,Annual General Meeting/Dividend - Rs 4 Per Share,2484,2542.8,2476.3,2526.6,2484.6,1.69,1726010,43547.75,12-11-2021 09:10
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,449.05,456.3,446.6,454.65,449.75,1.09,7789754,35255.65,12-11-2021 09:10
JSWSTEEL,EQ,05-07-2021,Annual General Meeting/Dividend - Rs 6.50 Per Share,662.4,669.85,660.25,666.55,662.4,0.63,3868489,25766.84,12-11-2021 09:10
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3480,3510.05,3436,3505,3484.3,0.59,1284514,44503.4,12-11-2021 09:10
M&M,EQ,15-07-2021,Annual General Meeting/Dividend - Rs 8.75 Per Share,918.95,928.8,911,924.75,919.65,0.55,4935551,45442.61,12-11-2021 09:10
COALINDIA,EQ,02-09-2021,Dividend - Rs 3.50 Per Share,165.9,167.65,165.2,167.3,166.7,0.36,6453205,10745.88,12-11-2021 09:10
RELIANCE,EQ,11-06-2021,Dividend - Rs 7 Per Share,2540.05,2570.5,2535.55,2556,2549.9,0.24,4948422,126278.29,12-11-2021 09:10
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1304.9,1324.5,1288.35,1300,1298.55,0.11,13663860,178527.9,12-11-2021 09:10
TCS,EQ,14-10-2021,Interim Dividend - Rs 7 Per Share,3480,3510.05,3436,3505,3484.3,0.48,1284514,44503.4,12-11-2021 09:15
TECHM,EQ,02-11-2021,Special Dividend - Rs 15 Per Share,1560,1560,1515,1529,1566.6,0.46,3027565,46229.4,12-11-2021 09:15
IOC,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,134.15,135.6,132.6,133.75,139.45,0.34,12699644,17014.98,12-11-2021 09:15
BAJAJ-AUTO,EQ,08-07-2021,Annual General Meeting/Dividend - Rs 140 Per Share,3774.5,3781.85,3726,3759.5,3771.7,0.25,446382,16739.77,12-11-2021 09:15
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1877.8,1893,1831.8,1848.5,1874.45,0.23,945543,17595.14,12-11-2021 09:15
NESTLEIND,EQ,26-10-2021,Interim Dividend - Rs 110 Per Share,18950,18950,18670.05,18898,18952.9,0.23,41956,7887.17,12-11-2021 09:15
TATAMOTORS,EQ,18-07-2016,Dividend - Re 0.20/- Per Share,510,519,501,504.5,510.75,0.21,29256213,148756.14,12-11-2021 09:15
BPCL,EQ,11-11-2021,Interim Dividend - Rs 5 Per Share,425.95,427.25,422.05,426.2,431.25,0.21,3316769,14079.68,12-11-2021 09:15
MARUTI,EQ,05-08-2021,Dividend - Rs 45 Per Share,7512,7567.5,7442,7468,7511.65,0.2,486991,36481.66,12-11-2021 09:15
SHREECEM,EQ,22-07-2021,Dividend - Rs 60 Per Share,29198.5,29298.4,28850,29066.95,29355.8,0.19,18576,5390.06,12-11-2021 09:15
HINDALCO,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 3 Per Share,460.5,464,460.5,462.4,453.95,1.86,807223,3730.82,12-11-2021 09:20
TATASTEEL,EQ,17-06-2021,Annual General Meeting/Dividend - Rs 25 Per Share,1340,1340,1320,1323.4,1299.6,1.83,1899836,25247.3,12-11-2021 09:20
GRASIM,EQ,12-08-2021,Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share,1857.9,1869,1852.05,1868.6,1844.35,1.31,32303,601.52,12-11-2021 09:20
WIPRO,EQ,08-07-2021,Annual General Meeting,648,649.7,645.8,649.5,641.8,1.2,211085,1367.51,12-11-2021 09:20
